"Gene"	"Ctrl_A"	"Ctrl_B"	"Ctrl_C"	"Stim_A"	"Stim_B"	"Stim_C"
"Mbip"	51	88	124	41	111	142
"Mbl1"	0	0	0	0	0	0
"Mbl2"	42	124	48	62	113	96
"Mblac1"	94	20	1	158	55	5
"Mblac2"	47	9	7	50	11	9
"Mbnl1"	3	0	4	4	1	0
"Mbnl2"	75	10	16	112	6	17
"Mbnl3"	30	107	45	67	65	67
"Mboat1"	62	29	45	44	22	53
"Mboat2"	36	63	103	49	110	75
"Mboat4"	4	27	2	8	13	19
"Mboat7"	52	24	28	58	32	44
"Mbp"	15	21	8	13	15	0
"Mbtd1"	0	3	3	1	0	6
"Mbtps1"	544	402	768	680	475	640
"Mbtps2"	1	1	5	8	32	2
"Mc1r"	7	1	3	4	0	0
"Mc2r"	0	0	0	0	0	0
"Mc3r"	0	0	0	0	0	0
"Mc4r"	0	0	0	0	4	6
"Mc5r"	3	0	2	16	9	2
"Mcam"	13	16	27	7	8	25
"Mcat"	191	104	154	166	127	88
"Mcc"	1	4	0	1	0	3
"Mccc1"	258	149	229	175	196	163
"Mccc2"	315	259	401	248	230	267
"Mcee"	285	406	170	212	302	145
"Mcf2"	0	1	0	0	0	0
"Mcf2l"	236	33	61	221	31	44
"Mcfd2"	182	49	49	102	55	50
"Mchr1"	1	0	0	0	4	0
"Mcidas"	24	20	1	19	5	6
"Mcl1"	51	43	39	57	32	27
"Mcm10"	0	21	13	34	11	1
"Mcm2"	241	186	246	190	197	180
"Mcm3"	126	139	155	209	136	90
"Mcm3ap"	349	253	733	354	239	552
"Mcm4"	164	176	328	142	235	235
"Mcm5"	182	126	124	141	156	107
"Mcm6"	404	504	487	349	560	394
"Mcm7"	380	377	425	363	276	220
"Mcm8"	45	122	157	49	110	119
"Mcm9"	82	103	88	123	140	98
"Mcmbp"	225	266	254	238	195	159
"Mcmdc2"	0	0	4	0	0	0
"Mcoln1"	74	90	122	68	94	105
"Mcoln2"	7	12	3	0	0	0
"Mcoln3"	88	68	90	49	141	99
"Mcph1"	27	22	48	44	54	36
"Mcpt1"	0	0	0	0	0	0
"Mcpt2"	0	0	0	0	0	0
"Mcpt4"	2	15	2	0	0	7
"Mcpt8"	0	2	0	0	0	0
"Mcpt9"	0	0	0	0	0	0
"Mcpt-ps1"	0	0	0	0	0	0
"Mcrs1"	699	735	462	624	791	435
"Mctp1"	6	0	0	1	0	1
"Mctp2"	0	0	0	0	1	0
"Mcts1"	41	190	79	55	188	146
"Mcts2"	124	190	81	99	112	84
"Mcu"	1	0	1	6	11	0
"Mcur1"	21	9	3	15	13	2
"Mdc1"	6	1	0	0	0	0
"Mdfi"	9	0	0	4	1	0
"Mdfic"	8	18	13	4	5	17
"Mdga1"	11	4	0	14	10	10
"Mdga2"	0	8	2	4	3	17
"Mdh1"	4006	3915	3449	3991	4319	2726
"Mdh1b"	126	126	107	110	163	78
"Mdh2"	3533	3816	1172	3436	3963	791
"Mdk"	252	325	20	279	210	33
"Mdm1"	331	377	410	300	480	318
"Mdm2"	200	150	227	244	166	245
"Mdm4"	15	9	54	8	17	52
"Mdn1"	36	18	104	45	22	67
"Mdp1"	155	152	183	141	148	206
"Me1"	196	145	247	175	183	215
"Me2"	221	277	163	252	196	169
"Me3"	79	23	66	35	16	42
"Mea1"	1988	1901	1184	1515	1725	1045
"Meaf6"	129	205	87	121	217	78
"Mecom"	49	16	78	62	41	56
"Mecp2"	86	106	44	77	91	46
"Mecr"	247	228	109	227	193	160
"Med1"	71	80	126	107	88	75
"Med10"	219	241	197	192	243	134
"Med11"	125	138	105	154	129	85
"Med12"	234	94	5	152	166	3
"Med12l"	18	10	19	20	22	18
"Med13"	45	83	74	13	120	54
"Med13l"	10	0	4	2	7	12
"Med14"	136	115	164	96	162	92
"Med15"	117	131	111	164	121	75
"Med16"	248	19	16	261	15	7
"Med17"	171	206	322	201	185	246
"Med18"	28	10	5	26	9	2
"Med19"	81	74	52	137	64	35
"Med20"	60	41	35	79	30	18
"Med21"	245	660	268	259	797	580
"Med22"	190	309	210	286	311	155
"Med23"	174	136	334	128	96	276
"Med24"	421	494	261	292	508	249
"Med25"	504	12	0	468	19	1
"Med26"	119	51	51	92	34	19
"Med27"	155	101	104	169	184	86
"Med28"	687	200	84	679	139	72
"Med29"	393	252	13	257	169	12
"Med30"	35	51	20	23	44	19
"Med31"	60	237	142	84	123	127
"Med4"	189	221	156	238	173	146
"Med6"	47	107	96	34	93	84
"Med7"	226	259	124	284	296	301
"Med8"	351	496	359	337	393	320
"Med9"	43	39	18	54	48	17
"Medag"	0	5	0	0	0	0
"Mef2a"	34	35	47	58	48	43
"Mef2b"	935	272	15	773	189	5
"Mef2c"	11	25	15	8	7	45
"Mef2d"	18	5	0	21	23	5
"Mefv"	0	0	0	0	0	0
"Meg3"	39	2	59	24	7	85
"Megf10"	0	0	0	0	0	1
"Megf11"	3	2	9	9	11	5
"Megf6"	29	14	9	3	12	1
"Megf8"	18	0	4	19	2	4
"Megf9"	15	0	0	6	6	5
"Mei1"	0	1	1	0	0	1
"Mei4"	0	6	2	3	17	1
"Meig1"	110	305	126	118	209	111
"Meiob"	0	22	5	1	0	0
"Meis1"	112	39	99	82	78	74
"Meis2"	183	121	86	175	130	127
"Meis3"	167	156	132	149	105	102
"Melk"	110	53	103	152	111	68
"Memo1"	494	653	542	562	805	570
"Men1"	211	155	49	267	232	63
"Meox1"	3	2	4	8	3	0
"Meox2"	1	0	0	2	10	4
"Mep1a"	11	0	0	0	2	0
"Mep1b"	0	0	0	0	0	0
"Mepce"	514	494	545	276	552	320
"Mepe"	30	42	69	34	21	23
"Mertk"	26	1	22	5	3	36
"Mesdc1"	390	117	10	308	220	12
"Mesdc2"	66	75	115	83	59	83
"Mesp1"	0	0	0	0	0	0
"Mesp2"	10	7	0	1	6	0
"Mest"	241	67	82	68	30	62
"Met"	49	11	18	26	7	32
"Metap1"	104	41	58	99	37	64
"Metap1d"	84	142	274	87	149	221
"Metap2"	531	1227	747	714	1095	1007
"Metrn"	41	7	14	34	8	7
"Metrnl"	147	176	127	122	173	95
"Mettl10"	172	493	37	262	492	259
"Mettl1"	127	48	63	70	54	38
"Mettl11b"	0	0	0	0	0	0
"Mettl13"	63	45	27	57	51	11
"Mettl14"	31	50	32	45	30	38
"Mettl15"	55	89	60	72	69	72
"Mettl16"	110	80	80	62	94	69
"Mettl17"	66	82	111	108	91	86
"Mettl18"	23	114	14	33	51	34
"Mettl2"	19	12	28	21	24	12
"Mettl20"	166	450	240	185	441	310
"Mettl21a"	73	41	45	34	75	59
"Mettl21c"	0	0	1	0	0	0
"Mettl21d"	47	13	17	28	9	5
"Mettl21e"	0	5	4	1	0	2
"Mettl22"	143	81	98	134	141	106
"Mettl23"	446	243	152	381	189	165
"Mettl24"	18	10	4	6	10	6
"Mettl25"	131	88	74	94	141	78
"Mettl3"	206	341	276	217	316	288
"Mettl4"	24	61	40	41	66	63
"Mettl5"	115	406	152	149	307	234
"Mettl6"	42	49	39	38	65	32
"Mettl7a1"	66	48	38	55	41	30
"Mettl7a2"	0	0	1	0	0	0
"Mettl7a3"	0	0	1	0	0	0
"Mettl7b"	2	0	0	0	0	0
"Mettl8"	74	59	72	96	108	100
"Mettl9"	501	643	582	344	750	554
"Mex3a"	33	16	0	20	25	0
"Mex3b"	37	9	16	47	9	29
"Mex3c"	171	51	72	138	55	72
"Mex3d"	46	34	0	33	39	4
"Mfap1a"	140	98	102	162	98	108
"Mfap1b"	140	98	102	162	98	108
"Mfap2"	129	111	57	105	49	55
"Mfap3"	18	16	42	50	54	50
"Mfap3l"	69	84	23	35	32	9
"Mfap4"	23	46	205	25	25	154
"Mfap5"	3	4	5	2	4	8
"Mff"	220	625	406	248	669	406
"Mfge8"	235	117	160	271	140	129
"Mfhas1"	44	9	42	67	8	80
"Mfi2"	0	1	2	6	3	2
"Mfn1"	69	88	166	78	140	125
"Mfn2"	40	5	19	81	14	5
"Mfng"	171	97	59	166	98	83
"Mfrp"	2	0	0	0	0	0
"Mfsd1"	171	145	179	215	167	174
"Mfsd10"	159	119	46	109	118	77
"Mfsd11"	108	54	72	76	72	85
"Mfsd12"	2	5	0	19	6	2
"Mfsd2a"	92	58	51	69	27	50
"Mfsd2b"	4	0	0	0	0	0
"Mfsd3"	92	67	45	57	25	53
"Mfsd4"	184	80	90	145	80	57
"Mfsd5"	607	590	133	526	693	124
"Mfsd6"	176	1	39	83	94	37
"Mfsd6l"	63	122	88	74	107	98
"Mfsd7a"	0	2	2	10	0	2
"Mfsd7b"	11	0	3	7	10	0
"Mfsd7c"	2	8	4	0	0	0
"Mfsd8"	17	23	66	64	47	71
"Mfsd9"	1	0	0	5	0	0
"Mga"	43	20	127	39	20	155
"Mgam"	6	2	3	0	6	5
"Mgarp"	0	0	3	0	0	2
"Mgat1"	139	56	37	93	35	41
"Mgat2"	253	138	140	213	218	202
"Mgat3"	0	1	0	6	2	5
"Mgat4a"	10	13	27	3	30	33
"Mgat4b"	21	1	3	16	6	5
"Mgat4c"	0	0	0	0	0	0
"Mgat5"	0	0	2	0	0	5
"Mgat5b"	66	15	0	92	51	0
"Mgea5"	143	95	170	124	135	159
"Mgl2"	2	6	10	3	29	0
"Mgll"	541	142	279	491	151	196
"Mgme1"	53	53	52	77	53	30
"Mgmt"	80	105	58	103	73	47
"Mgp"	523	587	428	526	289	362
"Mgrn1"	88	27	24	162	40	19
"Mgst1"	1966	2204	1219	1706	2002	1366
"Mgst2"	42	46	34	19	23	26
"Mgst3"	1098	1143	791	1115	866	644
"Mia"	44	17	22	23	8	9
"Mia2"	0	0	0	0	0	0
"Mia3"	1489	627	3357	1094	1028	3156
"Miat"	0	0	0	0	0	0
"Mib1"	80	68	142	99	115	127
"Mib2"	246	16	0	323	24	1
"Mical1"	114	81	130	55	22	47
"Mical2"	239	383	116	233	449	125
"Mical3"	42	38	28	33	24	29
"Micalcl"	90	184	166	155	152	160
"Micall1"	0	18	2	9	2	0
"Micall2"	57	50	61	43	34	67
"Micu1"	50	63	90	43	61	58
"Micu2"	14	42	39	18	37	38
"Micu3"	9	14	18	13	5	25
"Mid1"	5	3	3	6	6	4
"Mid1ip1"	119	144	0	123	214	22
"Mid2"	0	0	11	3	0	10
"Midn"	0	1	0	7	0	0
"Mien1"	448	659	241	363	511	255
"Mier1"	1	4	4	2	13	7
"Mier2"	34	0	0	13	0	0
"Mier3"	2	0	0	0	0	0
"Mif"	960	794	25	539	419	51
"Mif4gd"	296	196	251	245	242	147
"Miip"	204	154	220	150	191	200
"Mill1"	0	0	0	0	0	0
"Mill2"	2	7	3	1	9	5
"Milr1"	20	28	29	13	32	28
"Mina"	56	98	95	80	146	93
"Mink1"	159	96	97	104	68	86
"Minos1"	496	550	333	310	315	269
"Minpp1"	149	176	183	127	199	204
"Mios"	93	116	154	94	135	140
"Miox"	3	0	0	0	0	0
"Mip"	7	5	3	0	1	2
"Mipep"	143	158	153	120	216	126
"Mipol1"	31	74	23	37	116	48
"Mir100"	0	0	0	0	0	0
"Mir101a"	0	0	0	0	0	0
"Mir101b"	0	0	0	0	0	0
"Mir101c"	0	0	0	0	0	0
"Mir103-1"	0	0	0	0	0	0
"Mir103-2"	0	0	0	0	0	0
"Mir105"	0	0	0	0	0	0
"Mir106a"	0	0	0	0	0	0
"Mir106b"	0	0	0	0	0	0
"Mir107"	0	0	0	0	0	0
"Mir10a"	0	0	0	0	0	0
"Mir10b"	0	0	0	0	0	0
"Mir1186"	0	0	0	0	0	0
"Mir1186b"	0	0	0	0	0	0
"Mir1187"	0	0	0	0	0	0
"Mir1188"	0	0	0	0	0	0
"Mir1190"	0	0	0	0	0	0
"Mir1191"	0	0	0	0	0	0
"Mir1192"	0	0	0	0	0	2
"Mir1193"	0	0	0	0	0	0
"Mir1195"	0	0	0	0	0	0
"Mir1196"	0	0	1	0	0	0
"Mir1197"	0	0	0	0	0	0
"Mir1198"	10	0	0	12	4	6
"Mir1199"	0	0	0	0	0	0
"Mir1224"	4	0	4	6	4	4
"Mir122a"	0	0	0	0	0	0
"Mir1247"	0	0	0	0	0	0
"Mir1249"	0	0	0	0	0	0
"Mir124a-1"	0	0	0	0	0	0
"Mir124a-2"	1	0	0	0	0	0
"Mir124a-3"	0	0	0	0	0	0
"Mir1251"	0	0	0	0	0	0
"Mir125a"	0	0	0	0	0	0
"Mir125b-1"	0	0	0	0	0	0
"Mir125b-2"	0	0	0	0	0	0
"Mir126"	0	0	1	0	0	1
"Mir1264"	0	0	0	0	0	0
"Mir127"	0	0	0	0	0	0
"Mir128-1"	0	0	0	0	0	0
"Mir128-2"	0	0	0	0	0	0
"Mir129-1"	0	0	0	0	0	0
"Mir129-2"	0	0	0	0	0	0
"Mir1298"	0	0	0	0	0	0
"Mir1306"	0	0	0	0	0	0
"Mir130a"	0	0	0	0	0	0
"Mir130b"	0	0	0	0	0	0
"Mir132"	4	0	0	0	1	0
"Mir133a-1"	0	0	0	0	0	0
"Mir133a-2"	0	0	0	0	0	0
"Mir133b"	0	0	0	0	0	0
"Mir134"	0	0	0	0	0	0
"Mir135a-1"	0	3	6	2	2	3
"Mir135a-2"	0	0	0	0	0	0
"Mir135b"	0	0	0	0	0	0
"Mir136"	0	0	0	0	0	0
"Mir137"	0	0	0	0	0	0
"Mir138-1"	0	0	0	0	0	0
"Mir138-2"	0	0	0	0	0	0
"Mir139"	0	0	0	0	0	0
"Mir140"	0	0	0	0	0	0
"Mir141"	0	0	0	1	0	3
"Mir142"	0	0	2	0	0	1
"Mir143"	0	0	0	0	0	0
"Mir143hg"	0	0	0	0	0	0
"Mir144"	0	0	0	0	0	0
"Mir145"	0	0	1	0	0	1
"Mir146"	0	0	0	0	0	0
"Mir146b"	0	0	0	0	0	0
"Mir147"	18	9	3	5	12	5
"Mir148a"	0	0	0	0	0	0
"Mir148b"	0	0	0	0	0	0
"Mir149"	0	0	0	0	0	0
"Mir150"	0	0	0	0	0	0
"Mir152"	0	0	0	0	0	0
"Mir153"	0	0	0	0	0	0
"Mir154"	0	0	0	0	0	0
"Mir155"	0	0	0	0	0	0
"Mir15a"	0	0	0	0	0	0
"Mir15b"	0	0	0	0	0	0
"Mir16-1"	0	0	0	0	0	0
"Mir16-2"	0	0	0	0	0	0
"Mir17"	0	0	0	0	0	0
"Mir17hg"	16	6	45	23	5	93
"Mir18"	0	0	0	0	0	0
"Mir181a-1"	0	0	0	0	0	0
"Mir181a-2"	0	0	0	0	0	0
"Mir181b-1"	0	0	0	0	0	0
"Mir181b-2"	0	0	0	0	0	0
"Mir181c"	0	0	0	0	0	0
"Mir181d"	0	0	0	0	0	0
"Mir182"	0	0	0	0	0	0
"Mir183"	0	0	0	0	0	0
"Mir1839"	0	0	0	0	0	0
"Mir184"	0	0	0	0	0	0
"Mir1843"	0	0	0	0	0	0
"Mir1843b"	0	0	0	0	0	0
"Mir185"	0	0	0	0	0	0
"Mir186"	0	0	0	0	0	0
"Mir187"	0	0	0	0	0	0
"Mir188"	0	0	0	0	0	0
"Mir1892"	59	277	134	80	201	130
"Mir1893"	2	1	0	3	1	0
"Mir1894"	6	9	7	3	6	9
"Mir1895"	3	8	1	0	5	1
"Mir1896"	2	3	3	1	4	3
"Mir1897"	0	0	0	0	0	0
"Mir1898"	1	1	2	4	2	1
"Mir1899"	0	0	0	0	0	0
"Mir18b"	0	0	0	0	0	0
"Mir190"	0	0	0	0	0	0
"Mir1900"	0	0	0	0	0	0
"Mir1901"	0	0	0	0	1	0
"Mir1902"	6	11	5	12	2	10
"Mir1903"	0	0	0	5	0	0
"Mir1904"	0	0	0	0	0	0
"Mir1905"	11	6	0	6	8	0
"Mir1906-1"	0	0	0	1	0	1
"Mir1906-2"	0	0	0	1	0	1
"Mir1907"	0	0	0	0	0	0
"Mir190b"	0	0	0	0	0	0
"Mir191"	0	2	4	3	3	1
"Mir1912"	0	0	0	0	0	0
"Mir192"	0	0	0	0	0	0
"Mir1928"	0	0	0	0	0	0
"Mir1929"	0	0	0	0	0	0
"Mir193"	0	0	0	0	0	0
"Mir1930"	0	0	0	0	0	0
"Mir1931"	0	0	0	1	0	1
"Mir1932"	0	0	0	0	0	0
"Mir1933"	0	0	0	0	0	0
"Mir1934"	5	0	0	0	0	1
"Mir1935"	0	0	0	0	0	0
"Mir1936"	0	0	0	0	0	0
"Mir1938"	0	0	0	0	0	0
"Mir193b"	0	0	0	0	0	0
"Mir1940"	0	0	0	0	0	0
"Mir194-1"	0	0	0	0	0	0
"Mir1941"	0	0	0	0	2	0
"Mir194-2"	0	0	0	0	0	0
"Mir1942"	0	0	0	0	0	0
"Mir1943"	0	0	0	0	0	0
"Mir1945"	0	0	0	0	1	0
"Mir1946a"	0	0	0	0	0	0
"Mir1946b"	0	0	0	0	0	0
"Mir1947"	0	0	0	0	0	0
"Mir1948"	0	0	0	0	0	0
"Mir1949"	0	0	0	0	0	0
"Mir195"	0	0	0	0	0	0
"Mir1950"	0	0	0	0	0	0
"Mir1951"	0	0	0	0	0	0
"Mir1952"	0	0	0	0	0	0
"Mir1953"	0	0	0	0	0	0
"Mir1954"	0	0	0	0	0	0
"Mir1955"	0	0	0	0	0	0
"Mir1956"	3	1	1	2	0	2
"Mir1957"	0	0	0	0	0	0
"Mir1958"	0	0	0	0	0	0
"Mir1960"	0	0	0	0	0	0
"Mir1961"	0	0	0	0	0	0
"Mir1962"	0	0	0	0	0	0
"Mir1963"	0	0	0	0	0	1
"Mir1964"	0	0	0	0	0	0
"Mir1965"	0	0	0	0	0	0
"Mir1966"	0	0	0	0	0	0
"Mir1967"	0	0	0	0	0	0
"Mir1968"	0	0	0	0	0	0
"Mir1969"	0	0	0	0	0	0
"Mir196a-1"	0	0	0	0	0	0
"Mir196a-2"	0	0	0	0	0	0
"Mir196b"	0	0	0	0	0	0
"Mir1970"	0	0	0	0	0	0
"Mir1971"	0	0	0	0	0	0
"Mir1981"	13	11	3	2	6	6
"Mir1982"	92	97	39	109	90	36
"Mir1983"	0	0	0	0	0	0
"Mir199a-1"	0	0	0	0	0	0
"Mir199a-2"	0	0	0	0	0	0
"Mir199b"	0	0	0	0	0	0
"Mir19a"	0	0	0	0	0	0
"Mir19b-1"	0	0	0	0	0	0
"Mir19b-2"	0	0	0	0	0	0
"Mir1a-1"	0	0	0	0	0	0
"Mir1a-2"	0	0	0	0	0	0
"Mir1b"	0	0	0	0	0	0
"Mir200a"	0	0	2	0	0	0
"Mir200b"	0	0	0	0	0	0
"Mir200c"	0	0	0	0	0	0
"Mir201"	0	0	0	0	0	0
"Mir202"	0	0	0	0	0	1
"Mir203"	0	0	0	0	0	0
"Mir204"	0	0	0	0	0	0
"Mir205"	0	0	0	0	0	0
"Mir206"	0	0	0	0	0	0
"Mir207"	0	0	0	0	1	0
"Mir208a"	0	0	0	0	0	0
"Mir208b"	0	0	0	0	0	0
"Mir20a"	0	0	0	0	0	0
"Mir20b"	0	0	0	0	0	0
"Mir210"	0	0	0	0	0	0
"Mir21"	5	1	1	2	2	2
"Mir211"	0	0	0	0	0	0
"Mir212"	0	0	0	0	0	0
"Mir2136"	0	0	0	0	0	0
"Mir2137"	0	0	0	0	0	0
"Mir214"	1	1	14	2	1	7
"Mir215"	0	0	0	0	1	0
"Mir216a"	0	0	0	0	0	0
"Mir216b"	0	0	0	0	0	0
"Mir217"	0	0	0	0	0	0
"Mir218-1"	0	0	0	0	0	0
"Mir218-2"	0	0	0	0	0	0
"Mir219-1"	0	0	0	0	0	0
"Mir219-2"	0	0	0	0	0	0
"Mir22"	17	3	1	5	3	5
"Mir221"	0	0	0	0	0	2
"Mir222"	0	0	0	0	0	0
"Mir223"	1	6	4	2	0	6
"Mir22hg"	249	276	319	191	317	512
"Mir23a"	1	0	0	0	0	0
"Mir23b"	0	0	0	0	0	0
"Mir24-1"	3	6	6	3	1	3
"Mir24-2"	0	2	1	1	2	1
"Mir25"	0	0	2	1	0	1
"Mir26a-1"	0	0	0	0	0	0
"Mir26a-2"	0	0	0	0	0	0
"Mir26b"	0	0	0	0	0	0
"Mir27a"	0	1	0	2	0	0
"Mir27b"	0	0	0	0	0	2
"Mir28"	0	0	0	0	0	0
"Mir2861"	0	0	0	0	0	0
"Mir28b"	0	0	0	0	0	0
"Mir28c"	0	0	0	0	0	0
"Mir290"	0	0	0	0	0	0
"Mir291a"	0	0	0	0	0	0
"Mir291b"	0	0	0	0	0	0
"Mir292"	0	0	0	0	0	0
"Mir293"	0	0	0	0	0	0
"Mir294"	0	0	0	0	0	0
"Mir295"	0	0	0	0	0	0
"Mir296"	1	0	0	0	0	0
"Mir297-1"	0	0	0	0	0	0
"Mir297-2"	0	0	0	0	0	0
"Mir297a-3"	0	0	0	0	0	0
"Mir297a-4"	0	0	0	0	0	0
"Mir297b"	0	0	0	0	0	0
"Mir297c"	0	0	0	0	0	0
"Mir298"	0	0	0	0	0	0
"Mir299"	0	0	0	0	0	0
"Mir29a"	0	0	0	0	0	0
"Mir29b-1"	0	0	0	0	0	0
"Mir29b-2"	2	6	11	1	0	9
"Mir29c"	6	5	24	6	1	35
"Mir300"	0	0	0	0	0	0
"Mir301"	0	0	1	0	0	0
"Mir301b"	0	0	0	0	0	0
"Mir302a"	0	0	0	0	0	0
"Mir302b"	0	0	0	0	0	0
"Mir302c"	0	0	0	0	0	0
"Mir302d"	0	0	0	0	0	0
"Mir3057"	13	0	0	10	0	0
"Mir3058"	0	0	0	0	0	0
"Mir3059"	0	0	0	0	0	0
"Mir3060"	0	0	0	0	0	0
"Mir3061"	0	1	1	0	3	0
"Mir3062"	0	0	0	0	0	0
"Mir3063"	0	0	0	0	0	0
"Mir3064"	135	121	389	193	134	719
"Mir3065"	0	0	0	0	0	0
"Mir3066"	0	0	0	0	0	0
"Mir3067"	0	0	0	0	0	0
"Mir3068"	0	0	0	0	0	2
"Mir3069"	0	0	3	0	0	0
"Mir3070a"	0	0	0	0	0	0
"Mir3070b"	0	0	0	0	0	0
"Mir3071"	0	0	0	0	0	0
"Mir3072"	0	0	0	0	0	0
"Mir3073"	0	0	0	0	0	0
"Mir3074-1"	3	6	8	3	1	3
"Mir3074-2"	0	2	1	1	1	1
"Mir3075"	0	0	0	0	0	0
"Mir3076"	9	19	17	19	14	9
"Mir3077"	0	5	0	5	2	0
"Mir3078"	0	0	0	0	0	0
"Mir3079"	0	0	0	0	0	0
"Mir3081"	0	0	0	0	0	0
"Mir3082"	151	117	120	127	133	85
"Mir3083"	0	0	0	0	0	0
"Mir3085"	0	0	0	0	0	0
"Mir3086"	0	0	0	0	0	0
"Mir3087"	0	0	0	0	0	0
"Mir3088"	0	0	0	0	0	0
"Mir3089"	0	0	0	0	0	0
"Mir3091"	3	0	0	4	2	1
"Mir3092"	0	0	0	0	0	0
"Mir3093"	0	0	0	0	0	0
"Mir3094"	1	0	0	1	0	0
"Mir3095"	0	0	0	0	0	0
"Mir3096"	0	0	0	0	0	0
"Mir3096b"	0	0	0	0	0	0
"Mir3097"	0	0	0	0	0	0
"Mir3098"	0	0	0	0	0	0
"Mir3099"	0	0	0	0	0	0
"Mir30a"	0	0	0	0	0	0
"Mir30b"	0	0	0	0	0	0
"Mir30c-1"	0	0	0	0	0	0
"Mir30c-2"	0	0	0	0	0	0
"Mir30d"	0	0	0	0	0	0
"Mir30e"	0	0	0	0	0	0
"Mir3100"	0	0	0	0	0	0
"Mir3101"	0	1	0	0	1	0
"Mir3102"	0	1	0	0	0	2
"Mir31"	3	0	0	3	0	0
"Mir3103"	0	0	0	0	0	0
"Mir3104"	0	0	0	0	0	0
"Mir3106"	0	0	0	0	0	0
"Mir3107"	0	0	0	0	0	0
"Mir3108"	0	0	0	0	0	0
"Mir3109"	0	0	0	0	0	0
"Mir3110"	0	0	0	0	0	0
"Mir3112"	4	7	1	0	4	4
"Mir32"	0	0	0	0	0	0
"Mir320"	0	0	0	1	0	0
"Mir322"	0	0	0	0	0	0
"Mir323"	0	0	0	0	0	0
"Mir324"	0	0	0	0	0	0
"Mir325"	0	0	0	0	0	0
"Mir326"	0	0	0	0	0	0
"Mir328"	1	3	0	3	3	1
"Mir329"	0	0	0	0	0	0
"Mir33"	0	0	0	0	0	0
"Mir330"	0	0	0	0	0	0
"Mir331"	0	1	2	1	0	2
"Mir335"	0	0	0	0	0	0
"Mir337"	0	0	0	0	0	0
"Mir338"	0	0	0	0	0	0
"Mir339"	3	7	3	0	4	4
"Mir340"	0	0	0	0	0	0
"Mir341"	0	0	0	0	0	0
"Mir343"	0	0	0	0	0	0
"Mir344"	0	0	0	0	0	0
"Mir344-2"	0	0	0	0	0	0
"Mir344b"	0	0	0	0	0	0
"Mir344c"	0	0	0	0	0	0
"Mir344d-1"	0	0	0	0	0	0
"Mir344d-2"	0	0	0	0	0	2
"Mir344d-3"	0	0	0	0	0	0
"Mir344e"	0	0	0	0	0	0
"Mir344f"	0	0	0	0	0	0
"Mir344g"	0	0	0	0	0	0
"Mir345"	0	0	0	0	0	0
"Mir346"	0	0	0	0	0	0
"Mir3470a"	0	0	0	0	0	0
"Mir3470b"	0	0	0	0	0	0
"Mir3471-1"	0	0	1	0	1	1
"Mir3473"	0	0	0	0	0	0
"Mir3473c"	0	0	0	0	0	0
"Mir3473d"	0	0	0	0	0	0
"Mir3474"	1	0	3	1	5	1
"Mir3475"	0	0	0	0	0	0
"Mir34a"	0	0	0	0	0	0
"Mir34b"	0	0	0	0	0	0
"Mir34c"	0	0	0	0	1	0
"Mir350"	0	0	0	0	0	0
"Mir351"	0	0	0	0	0	0
"Mir3572"	0	0	0	0	0	0
"Mir362"	0	0	0	0	0	0
"Mir363"	0	0	0	0	0	0
"Mir365-1"	0	0	0	0	0	0
"Mir365-2"	0	0	0	0	0	0
"Mir367"	0	0	0	0	0	0
"Mir369"	0	0	0	0	0	0
"Mir370"	0	0	0	0	0	0
"Mir374"	0	0	1	0	0	1
"Mir374c"	0	0	1	0	0	1
"Mir375"	0	0	0	0	0	0
"Mir376a"	0	0	0	0	0	0
"Mir376b"	0	0	0	0	0	0
"Mir376c"	0	0	0	0	0	0
"Mir377"	0	0	0	0	0	0
"Mir378"	0	0	0	0	0	0
"Mir378b"	0	0	0	0	0	0
"Mir379"	0	0	0	0	0	0
"Mir380"	0	0	0	0	0	0
"Mir381"	0	0	0	0	0	0
"Mir382"	0	0	0	0	0	0
"Mir383"	0	0	0	0	0	0
"Mir384"	0	0	0	0	0	0
"Mir3960"	0	0	0	0	0	0
"Mir3962"	3	1	0	1	0	2
"Mir3963"	0	0	0	0	0	0
"Mir3964"	0	0	0	0	0	0
"Mir3965"	0	0	0	0	0	0
"Mir3966"	0	0	0	0	0	0
"Mir3967"	0	0	0	0	0	0
"Mir3968"	0	0	0	0	0	0
"Mir3969"	0	0	0	0	0	0
"Mir3970"	0	0	0	0	0	0
"Mir3971"	0	0	0	0	0	0
"Mir409"	0	0	0	0	0	0
"Mir410"	0	0	0	0	0	0
"Mir411"	0	0	0	0	0	0
"Mir412"	0	0	0	0	0	0
"Mir421"	0	0	1	0	1	1
"Mir423"	0	0	1	0	0	0
"Mir425"	5	12	11	6	10	3
"Mir429"	54	46	76	57	74	85
"Mir431"	0	0	0	0	0	0
"Mir432"	0	0	0	0	0	0
"Mir433"	0	0	0	0	0	0
"Mir434"	0	0	0	0	0	0
"Mir448"	0	0	0	0	0	0
"Mir449a"	0	0	0	0	0	0
"Mir449b"	0	0	0	0	0	0
"Mir449c"	2	5	5	5	3	7
"Mir450-1"	0	0	0	0	0	0
"Mir450-2"	0	0	0	0	0	0
"Mir450b"	0	0	0	0	0	0
"Mir451"	0	0	0	0	0	0
"Mir452"	0	0	0	0	0	0
"Mir453"	0	0	0	0	0	0
"Mir455"	0	0	0	0	0	0
"Mir463"	0	0	0	0	0	0
